id	trueLen	effectiveLen	percentEffective
Gorai.003G127600	943	943	1
Gorai.003G127700	1287	1287	1
Gorai.003G127800	1449	1449	1
Gorai.003G127900	615	615	1
Gorai.003G128000	480	480	1
Gorai.003G128100	1432	1432	1
Gorai.003G128200	1770	1770	1
Gorai.003G128300	1382	1382	1
Gorai.003G128400	3516	3516	1
Gorai.003G128500	2378	2378	1
Gorai.003G128600	1954	1954	1
Gorai.003G128700	1229	1229	1
Gorai.003G128800	1437	1437	1
Gorai.003G128900	1639	1639	1
Gorai.003G129000	2235	2235	1
Gorai.003G129100	1624	1624	1
Gorai.003G129200	4741	4741	1
Gorai.003G129300	2084	2084	1
Gorai.003G129400	1524	1524	1
Gorai.003G129500	1386	1386	1
Gorai.003G129600	921	921	1
Gorai.003G129700	2073	2073	1
Gorai.003G129800	2137	2137	1
Gorai.003G129900	2035	2035	1
Gorai.003G130000	2723	2723	1
Gorai.003G130100	1650	1650	1
Gorai.003G130200	1419	1419	1
Gorai.003G130300	1179	1179	1
Gorai.003G130400	2387	2387	1
Gorai.003G130500	2912	2912	1
Gorai.003G130600	2944	2944	1
Gorai.003G130700	2800	2800	1
Gorai.003G130800	1223	1223	1
Gorai.003G130900	1251	1251	1
Gorai.003G131000	1573	1573	1
Gorai.003G131100	1962	1962	1
Gorai.003G131200	1626	1626	1
Gorai.003G131300	906	906	1
Gorai.003G131400	771	771	1
Gorai.003G131500	1334	1334	1
Gorai.003G131600	2045	2045	1
Gorai.003G131700	1491	1491	1
Gorai.003G131800	2099	2099	1
Gorai.003G131900	788	788	1
Gorai.003G132000	2065	2065	1
Gorai.003G132100	1606	1606	1
Gorai.003G132200	2726	2726	1
Gorai.003G132300	1473	1473	1
Gorai.003G132400	1782	1782	1
Gorai.003G132500	1281	932	0.727556596409055
Gorai.003G132600	1457	1457	1
Gorai.003G132700	2117	2117	1
Gorai.003G132800	991	991	1
Gorai.003G132900	748	554	0.740641711229946
Gorai.003G133000	2449	2449	1
Gorai.003G133100	2708	2708	1
Gorai.003G133200	1396	1396	1
Gorai.003G133300	4267	4267	1
Gorai.003G133400	1977	1977	1
Gorai.003G133500	1215	1215	1
Gorai.003G133600	912	912	1
Gorai.003G133700	870	0	0
Gorai.003G133800	567	201	0.354497354497354
Gorai.003G133900	865	865	1
Gorai.003G134000	1613	1613	1
Gorai.003G134100	948	926	0.976793248945148
Gorai.003G134200	645	645	1
Gorai.003G134300	753	753	1
Gorai.003G134400	1466	1466	1
Gorai.003G134500	1933	1933	1
Gorai.003G134600	1794	1794	1
Gorai.003G134700	171	171	1
Gorai.003G134800	393	298	0.758269720101781
Gorai.003G134900	717	717	1
Gorai.003G135000	1615	1615	1
Gorai.003G135100	1849	1849	1
Gorai.003G135200	2000	2000	1
Gorai.003G135300	816	816	1
Gorai.003G135400	1124	1124	1
Gorai.003G135500	3452	3452	1
Gorai.003G135600	1024	1024	1
Gorai.003G135700	921	618	0.671009771986971
Gorai.003G135800	921	831	0.90228013029316
Gorai.003G135900	685	685	1
Gorai.003G136000	2041	2041	1
Gorai.003G136100	831	831	1
Gorai.003G136200	474	474	1
Gorai.003G136300	1344	1344	1
Gorai.003G136400	1248	1248	1
Gorai.003G136500	1653	1653	1
Gorai.003G136600	1429	1429	1
Gorai.003G136700	1182	1182	1
Gorai.003G136800	930	930	1
Gorai.003G136900	1878	1878	1
Gorai.003G137000	1840	1840	1
Gorai.003G137100	1511	1511	1
Gorai.003G137200	735	735	1
Gorai.003G137300	908	908	1
Gorai.003G137400	786	786	1
Gorai.003G137500	2132	2132	1
Gorai.003G137600	1626	1626	1
Gorai.003G137700	3301	3301	1
Gorai.003G137800	432	432	1
Gorai.003G137900	4046	4046	1
Gorai.003G138000	1065	1065	1
Gorai.003G138100	1152	1152	1
Gorai.003G138200	1068	1068	1
Gorai.003G138300	649	649	1
Gorai.003G138400	795	795	1
Gorai.003G138500	891	891	1
Gorai.003G138600	3873	3873	1
Gorai.003G138700	4513	4513	1
Gorai.003G138800	1230	1230	1
Gorai.003G138900	917	917	1
Gorai.003G139000	2593	2593	1
Gorai.003G139100	4631	4631	1
Gorai.003G139200	2261	2261	1
Gorai.003G139300	3363	3363	1
Gorai.003G139400	1787	1787	1
Gorai.003G139500	321	321	1
Gorai.003G139600	1714	1714	1
Gorai.003G139700	1257	1257	1
Gorai.003G139800	2026	2026	1
Gorai.003G139900	1603	1603	1
Gorai.003G140000	1734	1734	1
Gorai.003G140100	3418	3418	1
Gorai.003G140200	844	844	1
Gorai.003G140300	1297	1297	1
Gorai.003G140400	1150	1150	1
Gorai.003G140500	1277	1277	1
Gorai.003G140600	3102	3102	1
Gorai.003G140700	1029	1029	1
Gorai.003G140800	3649	3649	1
Gorai.003G140900	3842	3842	1
Gorai.003G141000	3234	3234	1
Gorai.003G141100	1525	1525	1
Gorai.003G141200	872	872	1
Gorai.003G141300	2146	2146	1
Gorai.003G141400	1171	1171	1
Gorai.003G141500	594	594	1
Gorai.003G141600	1481	1481	1
Gorai.003G141700	774	774	1
Gorai.003G141800	1239	1239	1
Gorai.003G141900	2382	2382	1
Gorai.003G142000	1959	1959	1
Gorai.003G142100	2334	2334	1
Gorai.003G142200	3256	3256	1
Gorai.003G142300	552	552	1
Gorai.003G142400	3014	3014	1
Gorai.003G142500	2496	2496	1
Gorai.003G142600	1632	1632	1
Gorai.003G142700	2804	2804	1
Gorai.003G142800	2777	2777	1
Gorai.003G142900	1796	1796	1
Gorai.003G143000	2257	2257	1
Gorai.003G143100	3152	3152	1
Gorai.003G143200	1206	1206	1
Gorai.003G143300	2626	2626	1
Gorai.003G143400	3166	3166	1
Gorai.003G143500	583	583	1
Gorai.003G143600	2618	2618	1
Gorai.003G143700	1897	1897	1
Gorai.003G143800	2706	2706	1
Gorai.003G143900	2910	2910	1
Gorai.003G144000	1062	1062	1
Gorai.003G144100	1773	1773	1
Gorai.003G144200	1611	1611	1
Gorai.003G144300	1914	1914	1
Gorai.003G144400	2986	2986	1
Gorai.003G144500	1870	1870	1
Gorai.003G144600	2217	2217	1
Gorai.003G144700	916	916	1
Gorai.003G144800	1442	1442	1
Gorai.003G144900	1846	1846	1
Gorai.003G145000	1150	1150	1
Gorai.003G145100	1043	1043	1
Gorai.003G145200	1043	1043	1
Gorai.003G145300	549	549	1
Gorai.003G145400	1812	1812	1
Gorai.003G145500	1230	1230	1
Gorai.003G145600	739	739	1
Gorai.003G145700	1254	1254	1
Gorai.003G145800	1944	1944	1
Gorai.003G145900	1780	1780	1
Gorai.003G146000	2944	2944	1
Gorai.003G146100	2488	2488	1
Gorai.003G146200	1377	1377	1
Gorai.003G146300	1560	1560	1
Gorai.003G146400	1737	1737	1
Gorai.003G146500	1665	1665	1
Gorai.003G146600	1275	1275	1
Gorai.003G146700	1966	1966	1
Gorai.003G146800	1707	1707	1
Gorai.003G146900	2815	2815	1
Gorai.003G147000	1440	1440	1
Gorai.003G147100	576	576	1
Gorai.003G147200	1523	1523	1
Gorai.003G147300	1666	1666	1
Gorai.003G147400	663	663	1
Gorai.003G147500	1422	1422	1
Gorai.003G147600	1013	925	0.913129318854886
Gorai.003G147700	1538	1538	1
Gorai.003G147800	567	567	1
Gorai.003G147900	3623	3623	1
Gorai.003G148000	1783	1783	1
Gorai.003G148100	1466	1466	1
Gorai.003G148200	3992	3992	1
Gorai.003G148300	1950	0	0
Gorai.003G148400	2667	286	0.107236595425572
Gorai.003G148500	231	231	1
Gorai.003G148600	3920	3920	1
Gorai.003G148700	3232	3232	1
Gorai.003G148800	1573	1573	1
Gorai.003G148900	2725	2725	1
Gorai.003G149000	1119	1119	1
Gorai.003G149100	2838	2838	1
Gorai.003G149200	1535	1535	1
Gorai.003G149300	1494	1494	1
Gorai.003G149400	2827	2827	1
Gorai.003G149500	727	727	1
Gorai.003G149600	870	870	1
Gorai.003G149700	1644	1644	1
Gorai.003G149800	981	981	1
Gorai.003G149900	204	204	1
Gorai.003G150000	1101	1101	1
Gorai.003G150100	915	915	1
Gorai.003G150200	2029	2029	1
Gorai.003G150300	2309	2309	1
Gorai.003G150400	2569	2569	1
Gorai.003G150500	535	535	1
Gorai.003G150600	597	597	1
Gorai.003G150700	2461	2461	1
Gorai.003G150800	3087	3087	1
Gorai.003G150900	1363	1363	1
Gorai.003G151000	6618	6618	1
Gorai.003G151100	1598	1598	1
Gorai.003G151200	1788	1788	1
Gorai.003G151300	1686	1686	1
Gorai.003G151400	2341	2341	1
Gorai.003G151500	3479	3479	1
Gorai.003G151600	1034	1034	1
Gorai.003G151700	1411	1411	1
Gorai.003G151800	1692	1692	1
Gorai.003G151900	582	582	1
Gorai.003G152000	2246	2246	1
Gorai.003G152100	1947	1947	1
Gorai.003G152200	2134	2134	1
Gorai.003G152300	2213	2213	1
Gorai.003G152400	1077	1077	1
Gorai.003G152500	3596	3596	1
Gorai.003G152600	1472	1472	1
Gorai.003G152700	3129	3129	1
Gorai.003G152800	518	518	1
Gorai.003G152900	621	621	1
Gorai.003G153000	3079	3079	1
Gorai.003G153100	3156	3156	1
Gorai.003G153200	697	697	1
Gorai.003G153300	1049	1049	1
Gorai.003G153400	1537	1284	0.835393623942746
Gorai.003G153500	1706	1706	1
Gorai.003G153600	309	309	1
Gorai.003G153700	1109	1109	1
Gorai.003G153800	7670	7670	1
Gorai.003G153900	1028	1028	1
Gorai.003G154000	1783	1783	1
Gorai.003G154100	2607	2607	1
Gorai.003G154200	2430	2430	1
Gorai.003G154300	1645	1645	1
Gorai.003G154400	2073	2073	1
Gorai.003G154500	681	681	1
Gorai.003G154600	1301	1301	1
Gorai.003G154700	1384	1384	1
Gorai.003G154800	204	204	1
Gorai.003G154900	1595	1595	1
Gorai.003G155000	1515	1515	1
Gorai.003G155100	2727	2727	1
Gorai.003G155200	619	619	1
Gorai.003G155300	1918	1918	1
Gorai.003G155400	1460	1460	1
Gorai.003G155500	838	838	1
Gorai.003G155600	2706	2706	1
Gorai.003G155700	1665	1665	1
Gorai.003G155800	1584	1584	1
Gorai.003G155900	2608	2608	1
Gorai.003G156000	2650	2650	1
Gorai.003G156100	2603	2603	1
Gorai.003G156200	1622	1622	1
Gorai.003G156300	378	378	1
Gorai.003G156400	418	418	1
Gorai.003G156500	417	417	1
Gorai.003G156600	288	288	1
Gorai.003G156700	408	0	0
Gorai.003G156800	762	762	1
Gorai.003G156900	2927	2927	1
Gorai.003G157000	3336	3336	1
Gorai.003G157100	1702	1702	1
Gorai.003G157200	1601	1601	1
Gorai.003G157300	1052	1052	1
Gorai.003G157400	3279	3279	1
Gorai.003G157500	2460	2460	1
Gorai.003G157600	2334	2334	1
Gorai.003G157700	1757	1757	1
Gorai.003G157800	1687	1687	1
Gorai.003G157900	1072	1072	1
Gorai.003G158000	1328	1328	1
Gorai.003G158100	1440	1440	1
Gorai.003G158200	2084	2084	1
Gorai.003G158300	2383	2383	1
Gorai.003G158400	2111	2111	1
Gorai.003G158500	825	825	1
Gorai.003G158600	399	399	1
Gorai.003G158700	387	387	1
Gorai.003G158800	3968	3968	1
Gorai.003G158900	2927	2927	1
Gorai.003G159000	1413	1413	1
Gorai.003G159100	1857	1857	1
Gorai.003G159200	1627	1627	1
Gorai.003G159300	1934	1934	1
Gorai.003G159400	1918	1918	1
Gorai.003G159500	780	780	1
Gorai.003G159600	2604	2604	1
Gorai.003G159700	384	384	1
Gorai.003G159800	333	0	0
Gorai.003G159900	2028	1139	0.56163708086785
Gorai.003G160000	3984	3984	1
Gorai.003G160100	225	225	1
Gorai.003G160200	726	726	1
Gorai.003G160300	449	449	1
Gorai.003G160400	942	942	1
Gorai.003G160500	1832	1832	1
Gorai.003G160600	1940	1940	1
Gorai.003G160700	573	573	1
Gorai.003G160800	604	604	1
Gorai.003G160900	4386	4386	1
Gorai.003G161000	1660	1660	1
Gorai.003G161100	1819	1819	1
Gorai.003G161200	1690	1690	1
Gorai.003G161300	997	997	1
Gorai.003G161400	972	972	1
Gorai.003G161500	1037	1037	1
Gorai.003G161600	960	960	1
Gorai.003G161700	681	681	1
Gorai.003G161800	765	765	1
Gorai.003G161900	1071	1071	1
Gorai.003G162000	1919	1919	1
Gorai.003G162100	2685	2685	1
Gorai.003G162200	1511	1511	1
Gorai.003G162300	1840	1840	1
Gorai.003G162400	2910	2858	0.98213058419244
Gorai.003G162500	1563	1563	1
Gorai.003G162600	952	952	1
Gorai.003G162700	948	948	1
Gorai.003G162800	2104	2104	1
Gorai.003G162900	2757	2757	1
Gorai.003G163000	1781	1781	1
Gorai.003G163100	1119	1119	1
Gorai.003G163200	1783	1783	1
Gorai.003G163300	1398	1398	1
Gorai.003G163400	2683	2683	1
Gorai.003G163500	1079	882	0.817423540315107
Gorai.003G163600	293	0	0
Gorai.003G163700	2759	2759	1
Gorai.003G163800	1891	1891	1
Gorai.003G163900	1543	1543	1
Gorai.003G164000	1290	1290	1
Gorai.003G164100	240	240	1
Gorai.003G164200	1404	1404	1
Gorai.003G164300	698	698	1
Gorai.003G164400	1416	1416	1
Gorai.003G164500	1350	1350	1
Gorai.003G164600	1176	1176	1
Gorai.003G164700	2477	2477	1
Gorai.003G164800	1533	1533	1
Gorai.003G164900	786	786	1
Gorai.003G165000	1599	1599	1
Gorai.003G165100	1787	1787	1
Gorai.003G165200	213	213	1
Gorai.003G165300	960	819	0.853125
Gorai.003G165400	1886	1886	1
Gorai.003G165500	2014	2014	1
Gorai.003G165600	2435	2435	1
Gorai.003G165700	1200	1200	1
Gorai.003G165800	1977	1977	1
Gorai.003G165900	2486	2486	1
Gorai.003G166000	888	888	1
Gorai.003G166100	1687	1027	0.60877296976882
Gorai.003G166200	2049	2049	1
Gorai.003G166300	1507	1507	1
Gorai.003G166400	1716	1716	1
Gorai.003G166500	1300	1300	1
Gorai.003G166600	1461	1461	1
Gorai.003G166700	1670	1670	1
Gorai.003G166800	2065	2065	1
Gorai.003G166900	2819	2819	1
Gorai.003G167000	1381	1381	1
Gorai.003G167100	1591	1591	1
Gorai.003G167200	2070	2070	1
Gorai.003G167300	2656	2656	1
Gorai.003G167400	2445	2445	1
Gorai.003G167500	4920	4920	1
Gorai.003G167600	5114	5114	1
Gorai.003G167700	1374	1374	1
Gorai.003G167800	985	985	1
Gorai.003G167900	699	699	1
Gorai.003G168000	948	948	1
Gorai.003G168100	1328	1328	1
Gorai.003G168200	625	625	1
Gorai.003G168300	930	930	1
Gorai.003G168400	534	534	1
Gorai.003G168500	1240	1240	1
Gorai.003G168600	862	862	1
Gorai.003G168700	1509	1509	1
Gorai.003G168800	1466	1466	1
Gorai.003G168900	981	981	1
Gorai.003G169000	1440	1440	1
Gorai.003G169100	1338	1338	1
Gorai.003G169200	1233	1233	1
Gorai.003G169300	1830	1830	1
Gorai.003G169400	930	930	1
Gorai.003G169500	1546	1546	1
Gorai.003G169600	783	783	1
Gorai.003G169700	2218	2218	1
Gorai.003G169800	1229	1229	1
Gorai.003G169900	416	416	1
Gorai.003G170000	1847	1847	1
Gorai.003G170100	1093	1093	1
Gorai.003G170200	2856	2856	1
Gorai.003G170300	2173	2173	1
Gorai.003G170400	2014	2014	1
Gorai.003G170500	1053	1053	1
Gorai.003G170600	835	835	1
Gorai.003G170700	2863	2863	1
Gorai.003G170800	322	322	1
Gorai.003G170900	1231	1231	1
Gorai.003G171000	1607	1607	1
Gorai.003G171100	2455	2455	1
Gorai.003G171200	1898	1898	1
Gorai.003G171300	785	785	1
Gorai.003G171400	1434	1434	1
Gorai.003G171500	609	609	1
Gorai.003G171600	1797	1797	1
Gorai.003G171700	5004	5004	1
Gorai.003G171800	1156	1156	1
Gorai.003G171900	1664	1664	1
Gorai.003G172000	441	441	1
Gorai.003G172100	1321	1321	1
Gorai.003G172200	1543	1543	1
Gorai.003G172300	747	747	1
Gorai.003G172400	4020	3813	0.948507462686567
Gorai.003G172500	471	471	1
Gorai.003G172600	2900	2900	1
Gorai.003G172700	3374	2986	0.885002963841138
Gorai.003G172800	372	372	1
Gorai.003G172900	183	0	0
Gorai.003G173000	444	103	0.231981981981982
Gorai.003G173100	3327	2896	0.870453862338443
Gorai.003G173200	4033	3578	0.887180758740392
Gorai.003G173300	1825	1269	0.695342465753425
Gorai.003G173400	3640	3640	1
Gorai.003G173500	495	495	1
Gorai.003G173600	789	0	0
Gorai.003G173700	648	648	1
Gorai.003G173800	3757	3639	0.968591961671546
Gorai.003G173900	2443	2443	1
Gorai.003G174000	478	475	0.993723849372385
Gorai.003G174100	1267	1063	0.838989739542226
Gorai.003G174200	870	870	1
Gorai.003G174300	519	519	1
Gorai.003G174400	3568	3568	1
Gorai.003G174500	3973	3973	1
Gorai.003G174600	1817	1280	0.704457897633462
Gorai.003G174700	1702	1702	1
Gorai.003G174800	1848	1843	0.997294372294372
Gorai.003G174900	1819	1686	0.926882902693788
Gorai.003G175000	1892	1892	1
Gorai.003G175100	893	893	1
Gorai.003G175200	1666	1666	1
Gorai.003G175300	1262	1262	1
Gorai.003G175400	3487	3487	1
Gorai.003G175500	1146	1146	1
Gorai.003G175600	683	683	1
Gorai.003G175700	951	277	0.291272344900105
Gorai.003G175800	1472	1472	1
Gorai.003G175900	1270	1270	1
Gorai.003G176000	1325	1325	1
Gorai.003G176100	1524	1524	1
Gorai.003G176200	1322	1322	1
Gorai.003G176300	1870	1870	1
Gorai.003G176400	1427	1427	1
Gorai.003G176500	767	767	1
Gorai.003G176600	680	680	1
Gorai.003G176700	1668	980	0.587529976019185
Gorai.003G176800	1452	1452	1
Gorai.003G176900	1669	1669	1
Gorai.003G177000	2287	2287	1
Gorai.003G177100	1148	1148	1
Gorai.003G177200	779	779	1
Gorai.003G177300	1168	1168	1
Gorai.003G177400	1297	1297	1
Gorai.003G177500	2772	2772	1
Gorai.003G177600	820	820	1
Gorai.003G177700	1533	1533	1
Gorai.003G177800	2533	2533	1
Gorai.003G177900	2280	2280	1
Gorai.003G178000	2452	2452	1
Gorai.003G178100	1408	1408	1
Gorai.003G178200	834	669	0.802158273381295
Gorai.003G178300	1460	1460	1
Gorai.003G178400	996	996	1
Gorai.003G178500	1311	1311	1
Gorai.003G178600	2466	2466	1
Gorai.003G178700	1500	1500	1
Gorai.003G178800	936	936	1
Gorai.003G178900	1593	1593	1
Gorai.003G179000	1584	1584	1
Gorai.003G179100	2234	2234	1
Gorai.003G179200	13423	13423	1
Gorai.003G179300	1085	1085	1
Gorai.003G179400	1484	1484	1
Gorai.003G179500	4820	4820	1
Gorai.003G179600	508	508	1
Gorai.003G179700	813	813	1
Gorai.003G179800	2025	2025	1
Gorai.003G179900	831	831	1
Gorai.003G180000	1738	1738	1
Gorai.003G180100	2008	2008	1
Gorai.003G180200	1933	1933	1
Gorai.003G180300	240	240	1
Gorai.003G180400	892	892	1
Gorai.003G180500	1092	1092	1
Gorai.003G180600	1504	1504	1
Gorai.003G180700	2626	2626	1
Gorai.003G180800	912	912	1
Gorai.003G180900	1455	1455	1
Gorai.003G181000	2067	2067	1
Gorai.003G181100	621	621	1
Gorai.003G181200	804	804	1
Gorai.003G181300	956	956	1
Gorai.003G181400	1602	1602	1
Gorai.003G181500	1337	1337	1
Gorai.003G181600	1065	1065	1
Gorai.003G181700	306	306	1
Gorai.003G181800	2048	2048	1
Gorai.003G181900	1182	1182	1
Gorai.003G182000	360	360	1
Gorai.003G182100	2213	2213	1
Gorai.003G182200	1932	1932	1
Gorai.003G182300	1958	1958	1
Gorai.003G182400	2244	2244	1
Gorai.003G182500	369	369	1
Gorai.003G182600	717	717	1
Gorai.003G182700	186	186	1
Gorai.003G182800	1487	1487	1
Gorai.003G182900	1050	1050	1
Gorai.003G183000	1426	1426	1
Gorai.003G183100	1068	1068	1
Gorai.003G183200	1201	1201	1
Gorai.003G183300	1299	1299	1
Gorai.003G183400	1820	1820	1
Gorai.003G183500	1404	1404	1
Gorai.003G183600	1137	1137	1
Gorai.003G183700	985	985	1
Gorai.003G183800	4140	4140	1
Gorai.003G183900	1796	1796	1
Gorai.003G184000	1451	1451	1
Gorai.003G184100	953	953	1
Gorai.003G184200	1417	1417	1
Gorai.003G184300	1262	1262	1
Gorai.003G184400	1263	1263	1
Gorai.003G184500	1003	1003	1
Gorai.003G184600	419	419	1
Gorai.003G184700	717	717	1
Gorai.003G184800	420	420	1
Gorai.003G184900	2774	2774	1
Gorai.003G185000	2887	2887	1
Gorai.003G185100	526	526	1
Gorai.003G185200	3599	3599	1
Gorai.003G185300	2358	2358	1
Gorai.003G185400	1316	1316	1
Gorai.003G185500	2293	2293	1
Gorai.003G185600	1687	1687	1
Gorai.003G185700	1941	1941	1
Gorai.003G185800	2011	2011	1
Gorai.003G185900	2143	2143	1
Gorai.003G186000	1582	1582	1
Gorai.003G186100	1184	1184	1
Gorai.003G186200	2290	2290	1
Gorai.003G186300	2877	2877	1
Gorai.003G186400	2036	2036	1
Gorai.003G186500	1389	1389	1
Gorai.003G186600	1778	1778	1
Gorai.003G186700	2774	2774	1
Gorai.003G186800	1938	1938	1
Gorai.003G186900	3050	3050	1
Gorai.003G187000	294	294	1
Gorai.003G187100	1278	1278	1
Gorai.003G187200	1721	1721	1
Gorai.003G187300	1460	1460	1
Gorai.003G187400	1393	1393	1
Gorai.003G187500	1308	1308	1
Gorai.004G000100	2418	1735	0.717535153019024
Gorai.004G000200	2179	1232	0.565396971087655
Gorai.004G000300	504	454	0.900793650793651
Gorai.004G000400	809	809	1
Gorai.004G000500	393	393	1
Gorai.004G000600	2839	2839	1
Gorai.004G000700	1340	1340	1
Gorai.004G000800	1650	1650	1
Gorai.004G000900	1833	1833	1
Gorai.004G001000	1483	1483	1
Gorai.004G001100	2494	2494	1
Gorai.004G001200	2111	2111	1
Gorai.004G001300	1493	1493	1
Gorai.004G001400	1484	1484	1
Gorai.004G001500	1336	1336	1
Gorai.004G001600	1127	1127	1
Gorai.004G001700	1332	1332	1
Gorai.004G001800	2754	2754	1
Gorai.004G001900	3513	3513	1
Gorai.004G002000	3880	3880	1
Gorai.004G002100	2442	2442	1
Gorai.004G002200	2012	2012	1
Gorai.004G002300	1981	1981	1
Gorai.004G002400	4703	4703	1
Gorai.004G002500	4053	4053	1
Gorai.004G002600	1188	344	0.28956228956229
Gorai.004G002700	962	962	1
Gorai.004G002800	219	219	1
Gorai.004G002900	909	909	1
Gorai.004G003000	746	746	1
Gorai.004G003100	1057	1057	1
Gorai.004G003200	3132	3132	1
Gorai.004G003300	2543	2543	1
Gorai.004G003400	1206	1206	1
Gorai.004G003500	1695	1695	1
Gorai.004G003600	1764	1764	1
Gorai.004G003700	743	743	1
Gorai.004G003800	991	991	1
Gorai.004G003900	1243	1243	1
Gorai.004G004000	820	820	1
Gorai.004G004100	866	866	1
Gorai.004G004200	466	0	0
Gorai.004G004300	1920	1920	1
Gorai.004G004400	1791	1791	1
Gorai.004G004500	505	334	0.661386138613861
Gorai.004G004600	1797	1797	1
Gorai.004G004700	1147	1147	1
Gorai.004G004800	1663	1663	1
Gorai.004G004900	1703	1703	1
Gorai.004G005000	814	814	1
Gorai.004G005100	384	384	1
Gorai.004G005200	1728	1728	1
Gorai.004G005300	1398	1398	1
Gorai.004G005400	4047	4047	1
Gorai.004G005500	1398	1398	1
Gorai.004G005600	501	501	1
Gorai.004G005700	585	585	1
Gorai.004G005800	835	835	1
Gorai.004G005900	312	312	1
Gorai.004G006000	565	565	1
Gorai.004G006100	539	539	1
Gorai.004G006200	1011	1011	1
Gorai.004G006300	1065	1065	1
Gorai.004G006400	390	390	1
Gorai.004G006500	727	727	1
Gorai.004G006600	1349	1349	1
Gorai.004G006700	1933	1933	1
Gorai.004G006800	2076	2076	1
Gorai.004G006900	1256	1256	1
Gorai.004G007000	1754	1754	1
Gorai.004G007100	1870	1870	1
Gorai.004G007200	2637	2637	1
Gorai.004G007300	2001	2001	1
Gorai.004G007400	2379	2379	1
Gorai.004G007500	2373	2373	1
Gorai.004G007600	2295	2295	1
Gorai.004G007700	2307	2307	1
Gorai.004G007800	2370	2370	1
Gorai.004G007900	3259	3259	1
Gorai.004G008000	4282	4282	1
Gorai.004G008100	2085	2085	1
Gorai.004G008200	1627	1627	1
Gorai.004G008300	1770	1770	1
Gorai.004G008400	635	635	1
Gorai.004G008500	1479	1479	1
Gorai.004G008600	872	872	1
Gorai.004G008700	664	664	1
Gorai.004G008800	695	695	1
Gorai.004G008900	549	549	1
Gorai.004G009000	804	804	1
Gorai.004G009100	1710	1710	1
Gorai.004G009200	2080	2080	1
Gorai.004G009300	3367	3367	1
Gorai.004G009400	1857	1857	1
Gorai.004G009500	1170	1170	1
Gorai.004G009600	415	415	1
Gorai.004G009700	4211	4211	1
Gorai.004G009800	2075	2075	1
Gorai.004G009900	1400	1400	1
Gorai.004G010000	1697	1697	1
Gorai.004G010100	2747	2747	1
Gorai.004G010200	724	724	1
Gorai.004G010300	982	982	1
Gorai.004G010400	1123	1123	1
Gorai.004G010500	947	947	1
Gorai.004G010600	1474	1474	1
Gorai.004G010700	873	873	1
Gorai.004G010800	861	861	1
Gorai.004G010900	730	730	1
Gorai.004G011000	1035	1035	1
Gorai.004G011100	806	806	1
Gorai.004G011200	1644	1644	1
Gorai.004G011300	1648	1648	1
Gorai.004G011400	897	897	1
Gorai.004G011500	1332	1332	1
Gorai.004G011600	3938	3938	1
Gorai.004G011700	2418	2418	1
Gorai.004G011800	1655	1655	1
Gorai.004G011900	989	989	1
Gorai.004G012000	955	955	1
Gorai.004G012100	806	806	1
Gorai.004G012200	2337	2337	1
Gorai.004G012300	375	375	1
Gorai.004G012400	1922	1922	1
Gorai.004G012500	2635	2635	1
Gorai.004G012600	2636	2636	1
Gorai.004G012700	1332	1332	1
Gorai.004G012800	1372	1372	1
Gorai.004G012900	2803	2803	1
Gorai.004G013000	867	867	1
Gorai.004G013100	989	989	1
Gorai.004G013200	2307	2307	1
Gorai.004G013300	719	719	1
Gorai.004G013400	2079	2079	1
Gorai.004G013500	1174	1174	1
Gorai.004G013600	1140	1140	1
Gorai.004G013700	1928	1928	1
Gorai.004G013800	631	631	1
Gorai.004G013900	798	798	1
Gorai.004G014000	2254	2254	1
Gorai.004G014100	1378	1378	1
Gorai.004G014200	1128	1128	1
Gorai.004G014300	1084	1084	1
Gorai.004G014400	1581	1581	1
Gorai.004G014500	2100	2100	1
Gorai.004G014600	4260	4260	1
Gorai.004G014700	1742	1742	1
Gorai.004G014800	1715	1715	1
Gorai.004G014900	999	999	1
Gorai.004G015000	585	585	1
Gorai.004G015100	1653	1653	1
Gorai.004G015200	873	873	1
Gorai.004G015300	1269	1269	1
Gorai.004G015400	694	694	1
Gorai.004G015500	831	831	1
Gorai.004G015600	2655	2655	1
Gorai.004G015700	466	466	1
Gorai.004G015800	1159	1159	1
Gorai.004G015900	899	601	0.668520578420467
Gorai.004G016000	1266	1266	1
Gorai.004G016100	2390	2390	1
Gorai.004G016200	1335	1335	1
Gorai.004G016300	1971	1971	1
Gorai.004G016400	2009	2009	1
Gorai.004G016500	2350	2350	1
Gorai.004G016600	2189	2189	1
Gorai.004G016700	316	193	0.610759493670886
Gorai.004G016800	484	117	0.241735537190083
Gorai.004G016900	379	366	0.965699208443272
Gorai.004G017000	659	491	0.745068285280728
Gorai.004G017100	1156	1156	1
Gorai.004G017200	1333	1333	1
Gorai.004G017300	1383	1383	1
Gorai.004G017400	902	902	1
Gorai.004G017500	2940	2940	1
Gorai.004G017600	975	975	1
Gorai.004G017700	1310	1310	1
Gorai.004G017800	628	628	1
Gorai.004G017900	693	693	1
Gorai.004G018000	2801	2801	1
Gorai.004G018100	2733	2733	1
Gorai.004G018200	6162	6117	0.99269717624148
Gorai.004G018300	1376	1376	1
Gorai.004G018400	1871	1871	1
Gorai.004G018500	2599	2599	1
Gorai.004G018600	2281	2281	1
Gorai.004G018700	1310	1310	1
